id,exercise_name,video_link,video_explanation,expereince_level,target_muscle,primary_muscle,secondary_muscle,category,laterality,exercise_classification,inserted_at,equipment,standardized_name,standardized_primary_muscle,standardized_secondary_muscle,standardization_notes
6651,Single Arm Cable Shotgun Row,https://youtu.be/91nVZ7FLPyA?si=_khiKXF3khjyeuSP,https://youtu.be/AuiREVMldIw,Novice,Back,Latissimus Dorsi,Biceps Brachii,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Cable,Cable One-Arm Row,Lats,Biceps,Shotgun row is a nickname for one-arm cable row
6652,Cable Half Kneeling Face Pull,https://youtu.be/_1ATOXmanEw?si=7DN0OJcZ8jGgOQxp,https://youtu.be/tfUo4ebRcpk,Novice,Shoulders,Posterior Deltoids,Infraspinatus,Upper Body,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Cable,Cable Face Pull,Rear Shoulders,Rotator Cuff,Common rear delt exercise
6653,Stability Ball Double Dumbbell W Raise,,https://youtu.be/BnLUcAR6bpE,Novice,Shoulders,Posterior Deltoids,,Upper Body,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Stability Ball,Dumbbell W Raise,Rear Shoulders,Rhomboids,Posterior delt exercise in prone position
6654,Single Arm Kettlebell Bent Over Row,https://youtu.be/9Q9gwoXHn1o,https://youtu.be/bZ4h1Bqw-to,Novice,Back,Latissimus Dorsi,Rhomboids,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Kettlebell,Kettlebell One-Arm Row,Lats,Rhomboids,Bent-over row using kettlebell
6655,Double Kettlebell Gorilla Row,https://youtu.be/Ln1j7lm6SrE,https://youtu.be/6nyznu2WKbc,Novice,Back,Latissimus Dorsi,,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Kettlebell,Kettlebell Gorilla Row,Lats,Rhomboids,Unique rowing movement with upright torso
6656,Kettlebell Alternating Halo,https://youtu.be/wJcmanVh5EE,https://youtu.be/PJTIftBgGVk,Novice,Shoulders,Posterior Deltoids,Medial Deltoids,Upper Body,Bilateral,Mobility,2025-08-10 01:02:43.832216+00,Kettlebell,Kettlebell Halo,Rear Shoulders,Side Shoulders,Mobility exercise circling head
6657,Single Arm Kettlebell Overhead Press,https://youtu.be/CwhbuoGqyug?si=Q9nkDUY4NvpGPqak,https://youtu.be/IlMFcqpg1T8,Novice,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Kettlebell,Kettlebell Overhead Press,Shoulders,Triceps,Common pressing movement
6658,Kettlebell Horn Grip Bicep Curl,https://youtu.be/YzTfq9VaQKs,https://youtu.be/KLvGXRo56iQ,Novice,Biceps,Biceps Brachii,Brachialis,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Kettlebell,Kettlebell Curl,Biceps,Brachialis,Uses horn grip for handle curl
6659,Double Dumbbell Prone Row,https://youtu.be/scf3uLuAATg,,Novice,Back,Latissimus Dorsi,,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Dumbbell,Dumbbell Prone Row,Lats,Rhomboids,Lying face down row with dumbbells
6660,Double Kettlebell Z Press,https://youtu.be/6GbGvGvedOc,,Novice,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Kettlebell,Z Press,Shoulders,Triceps,"Overhead press from seated, legs extended"
6661,Double Kettlebell Push Press,https://youtu.be/ekNrVv6G5v8,https://youtu.be/4DAzffDFYzc,Novice,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Kettlebell,Kettlebell Push Press,Shoulders,Triceps,Explosive overhead press with drive
6662,Barbell Prone Row,https://youtu.be/pJzThQgKKxw,https://youtu.be/CL-lV9E94Fs,Novice,Back,Latissimus Dorsi,,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Barbell,Prone Barbell Row,Lats,Rhomboids,Row performed lying face down
6663,Single Arm Dumbbell Cuban Press,https://youtu.be/XsV_KH5Xrng,,Novice,Shoulders,Posterior Deltoids,Infraspinatus,Upper Body,Unilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Dumbbell,Cuban Press,Rear Shoulders,Rotator Cuff,Shoulder stability exercise
6664,Single Arm Kettlebell Push Jerk,https://youtu.be/pRfJwVHLp6c,,Novice,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Unilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Kettlebell,Kettlebell Push Jerk,Shoulders,Triceps,Jerk variation with kettlebell
6665,Barbell Incline Bench Press,https://youtu.be/2jFFCy8JBU8?si=BCYplSL2-ewJ8kiB,https://youtu.be/SrqOu55lrYU,Novice,Chest,Pectoralis Major,Triceps Brachii,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Barbell,Incline Barbell Bench Press,Chest,Triceps,Standard incline pressing movement
6666,Double Kettlebell Tall Kneeling Overhead Press,https://youtu.be/2nJsZIScaVk,https://youtu.be/YxhDufCVPCE?si=J1eGoIkEExg-7WbL,Novice,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Kettlebell,Tall Kneeling Kettlebell Press,Shoulders,Triceps,Overhead press from tall kneeling
6667,Double Dumbbell Incline Bench Prone Y Raise,https://youtu.be/x4PRrxvYtwk?si=arNJc-zXL0vatJmL,https://youtu.be/CNRRurCQJK8,Novice,Shoulders,Posterior Deltoids,,Upper Body,Bilateral,Postural,2025-08-10 01:02:43.832216+00,Dumbbell,Incline Y Raise,Rear Shoulders,Traps,Prone Y raise on incline bench
6668,Suspension Face Pull to Overhead Press,https://youtu.be/a33rvhoBWYM,https://youtu.be/XS3rSeTHpUs,Novice,Shoulders,Posterior Deltoids,Infraspinatus,Upper Body,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Suspension Trainer,Suspension Face Pull to Press,Rear Shoulders,Rotator Cuff,Combo movement for posterior chain
6669,Double Dumbbell Reverse Grip Bench Press,https://youtu.be/Cb5ZNB7Vf-0?si=_wFvEZ4u-wYsUhzm,https://youtu.be/g8OD0teBMb8,Novice,Chest,Pectoralis Major,,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Dumbbell,Reverse-Grip Dumbbell Bench Press,Chest,Triceps,Targets upper chest and front delts
6670,Single Arm Cable Seated Floor Lat Pulldown,https://youtu.be/N7FcfA7UFZk,,Novice,Back,Latissimus Dorsi,Biceps Brachii,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Cable,Cable Lat Pulldown,Lats,Biceps,Seated pulldown with single-arm focus
6671,Double Dumbbell Suitcase Carry,https://youtu.be/p5MNNosenJc,https://youtu.be/rt17lmnaLSM,Beginner,Forearms,Brachioradialis,,Full Body,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Dumbbell,Suitcase Carry,Forearms,Obliques,Carry with dumbbells at sides
6672,Single Arm Resistance Band Half Kneeling Cuban Press,,https://youtu.be/JO0zKzQSCIE,Novice,Shoulders,Posterior Deltoids,Infraspinatus,Upper Body,Unilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Resistance Band,Band Cuban Press,Rear Shoulders,Rotator Cuff,Banded version of Cuban press
6673,Double Dumbbell Cuban Press,https://youtu.be/XpcOM9Np9LQ?si=p-JIsZ-J0LYgrnEO,https://youtu.be/oQJoK0a3h44,Novice,Shoulders,Posterior Deltoids,Infraspinatus,Upper Body,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Dumbbell,Cuban Press,Rear Shoulders,Rotator Cuff,Standard name for this shoulder complex exercise
6674,Double Kettlebell Pendlay Row,https://youtu.be/KoOmLu7ms1s,https://youtu.be/RBo0_6-W8d0?si=ZfmECTbG0tTw3W4a,Novice,Back,Latissimus Dorsi,Biceps Brachii,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Kettlebell,Kettlebell Pendlay Row,Lats,Biceps,Explosive row from prone position
6675,Double Kettlebell Half Kneeling Overhead Press,https://youtu.be/ZcUxxxNl1PA,,Novice,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Kettlebell,Half-Kneeling Kettlebell Press,Shoulders,Triceps,Stable pressing position
6676,Single Arm Kettlebell Push Press,https://youtu.be/KUsZAGWd0VQ,,Novice,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Unilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Kettlebell,Kettlebell Push Press,Shoulders,Triceps,Explosive overhead movement
6677,Double Kettlebell Push Jerk,https://youtu.be/U2w1H0oXhhg?si=OkR2U3VpYiRe81Eo,,Novice,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Kettlebell,Kettlebell Push Jerk,Shoulders,Triceps,Jerk variation with kettlebells
6678,Double Dumbbell Glute Bridge Isometric Floor Press,https://youtu.be/195-8CoZDgo,,Novice,Chest,Pectoralis Major,Triceps Brachii,Full Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Dumbbell,Glute Bridge Floor Press,Chest,Triceps,Supine press during glute bridge
6679,Double Kettlebell Seesaw Overhead Press,https://youtu.be/55-ngw6hplo,https://youtu.be/7Pnein1QoCk,Novice,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Unilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Kettlebell,Seesaw Kettlebell Press,Shoulders,Triceps,Alternating press from overhead position
6680,Alternating Double Kettlebell Z Press,https://youtu.be/DmC9vPYvU0g?si=mIpOJCXLUo_un5rT,,Novice,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Kettlebell,Alternating Z Press,Shoulders,Triceps,Z press with alternating arms
6681,Bodyweight Burpee,https://youtu.be/auBLPXO8Fww,https://youtu.be/wS4OsJ4yzx4,Intermediate,Chest,Pectoralis Major,Triceps Brachii,Full Body,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Bodyweight,Burpee,Chest,Triceps,Full-body explosive movement
6682,Double Dumbbell Devil Press,https://youtu.be/SCOxIkPDqxM?si=JHtcK8O5k4voNCP2,https://youtu.be/Cwxmji-3k40,Advanced,Shoulders,Anterior Deltoids,Pectoralis Major,Full Body,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Dumbbell,Devil Press,Shoulders,Chest,Burpee-like movement with dumbbell press
6683,Alternating Single Arm Dumbbell Devil Press,https://youtu.be/l6_aD2IWEEA,https://youtu.be/yJU2Iip-RZ8,Advanced,Shoulders,Anterior Deltoids,Pectoralis Major,Full Body,Unilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Dumbbell,Alternating Devil Press,Shoulders,Chest,Devil press with alternating arm press
6684,Double Kettlebell Seesaw Z Press,https://youtu.be/n54YmZS9uM4,,Novice,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Kettlebell,Seesaw Z Press,Shoulders,Triceps,Z press with alternating kettlebells
6685,Double Plate Lu Raise,https://youtu.be/IeGDlglTK9M,https://youtu.be/FfDy-4HN_PU,Novice,Shoulders,Infraspinatus,Posterior Deltoids,Upper Body,Bilateral,Mobility,2025-08-10 01:02:43.832216+00,Weight Plate,Weight Plate Rear Delt Raise,Posterior Deltoids,Infraspinatus,Targets rear delts with weight plates; 'Lu Raise' likely refers to a rear delt raise variation
6686,Plate Steering Wheel,https://youtu.be/ToHy85wT3KE?si=z9VmwQGWt8A86_Mc,https://youtu.be/ZIKA1pdTkKM,Novice,Shoulders,Anterior Deltoids,,Upper Body,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Weight Plate,Weight Plate Shoulder Circles,Anterior Deltoids,Medial Deltoids,Dynamic shoulder movement using a plate; similar to shoulder circles
6687,Suspension Cuban Press,https://youtu.be/ybVFLdr1_Vk?si=NGTNOkq-xBRDhbIF,https://youtu.be/3roHcWpe8Lc,Novice,Shoulders,Posterior Deltoids,Triceps Brachii,Upper Body,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Suspension Trainer,Suspension Cuban Press,Posterior Deltoids,Triceps,Well-known name; targets rear delts with triceps involvement via suspension trainer
6688,Barbell Decline Bench Press,https://youtu.be/6yGZ0KCaiWM,https://youtu.be/LfyQBUKR8SE,Novice,Chest,Pectoralis Major,Triceps Brachii,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Barbell,Barbell Decline Bench Press,Chest,Triceps,Standard name; primary muscle corrected to Chest (pectoralis major)
6689,Kettlebell Half Kneeling Alternating Halo,https://youtu.be/A2jT86tgnII,,Novice,Shoulders,Posterior Deltoids,Medial Deltoids,Upper Body,Unilateral,Mobility,2025-08-10 01:02:43.832216+00,Kettlebell,Kettlebell Half Kneeling Halo,Posterior Deltoids,Medial Deltoids,Halo movement targets shoulders; half-kneeling adds core stability
6690,Kettlebell Tall Kneeling Alternating Halo,https://youtu.be/9n3nSrJiuFE?si=oGT50V2Fg6jzr5X2,https://youtu.be/FfDy-4HN_PU,Novice,Shoulders,Posterior Deltoids,Medial Deltoids,Upper Body,Bilateral,Mobility,2025-08-10 01:02:43.832216+00,Kettlebell,Kettlebell Tall Kneeling Halo,Posterior Deltoids,Medial Deltoids,Same as halo variation; tall kneeling position
6691,Bodyweight Rolling Squat Burpee,https://youtu.be/phmcox-C8iA,https://youtu.be/_q7JUuOVKS4,Advanced,Chest,Pectoralis Major,Triceps Brachii,Full Body,Bilateral,Plyometric,2025-08-10 01:02:43.832216+00,Bodyweight,Bodyweight Burpee,Chest,Triceps,Burpee is full-body; 'rolling' may be stylistic; upper body push at end
6692,Kettlebell Tall Kneeling Alternating Hip to Halo,https://youtu.be/4frRMFUlaFs,,Novice,Shoulders,Posterior Deltoids,Medial Deltoids,Upper Body,Bilateral,Mobility,2025-08-10 01:02:43.832216+00,Kettlebell,Kettlebell Tall Kneeling Halo,Posterior Deltoids,Medial Deltoids,Likely a halo variation starting from hip; standardized to common name
6693,Barbell Seated Overhead Press,https://youtu.be/Mdx1V3v7E5g,,Novice,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Barbell,Barbell Seated Overhead Press,Anterior Deltoids,Triceps,Standard name; targets front delts and triceps
6694,Dumbbell Crush Grip Z Press,https://youtu.be/_othSKjqF30,,Novice,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Dumbbell,Dumbbell Seated Overhead Press,Anterior Deltoids,Triceps,Z Press implies seated overhead press without back support; crush grip is variation
6695,Barbell Half Kneeling Overhead Press,https://youtu.be/HdsS7MO_KFs?si=6N85JwB13t24ha7T,https://youtu.be/7uR7EFXk3Fk?si=EB7RkKIUXgoKeFik,Novice,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Barbell,Barbell Half Kneeling Overhead Press,Anterior Deltoids,Triceps,Stable overhead pressing variation with core engagement
6696,Barbell Tall Kneeling Overhead Press,https://youtu.be/j2slieruHx0?si=qsnkz69oUwDeE0hp,https://youtu.be/XTerH-QeCSg?si=Zp_4mKUx_ILMyqu1,Novice,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Barbell,Barbell Tall Kneeling Overhead Press,Anterior Deltoids,Triceps,Kneeling overhead press with core stabilization
6697,Barbell Inverted Row,https://youtu.be/bHO0A4ZF_Zg,,Novice,Back,Latissimus Dorsi,Biceps Brachii,Upper Body,Bilateral,Calisthenics,2025-08-10 01:02:43.832216+00,Barbell,Barbell Inverted Row,Latissimus Dorsi,Biceps,Horizontal pulling movement; targets back and biceps
6698,Ring Row,https://youtu.be/xhlReCpAE9k,,Novice,Back,Latissimus Dorsi,Biceps Brachii,Upper Body,Bilateral,Calisthenics,2025-08-10 01:02:43.832216+00,Gymnastic Rings,Ring Row,Latissimus Dorsi,Biceps,Common gymnastics exercise; standard name retained
6699,Slider Single Arm Kettlebell Suitcase Ipsilateral Reverse Lunge,https://youtu.be/DS-pvuh8VEo?si=KEDC31EUxCubFjGj,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Ipsilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Sliders,Slider Reverse Lunge with Kettlebell Suitcase Carry,Quadriceps,Glutes,Unilateral lower body movement with lateral stability challenge
6700,Slider Single Arm Kettlebell Front Rack Contralateral Reverse Lunge,https://youtu.be/iRHrBseKm0k?si=X-TqbB38SGkCSqnE,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Sliders,Slider Reverse Lunge with Kettlebell Front Rack,Quadriceps,Glutes,Reverse lunge with contralateral core loading
6701,Ring Bulgarian Row,https://youtu.be/5CxPrNkhm2k,,Novice,Back,Latissimus Dorsi,Biceps Brachii,Upper Body,Bilateral,Calisthenics,2025-08-10 01:02:43.832216+00,Gymnastic Rings,Ring Bulgarian Split Squat Row,Latissimus Dorsi,Biceps,Elevated foot row variation using rings; combines row with split stance
6702,Alternating Double Kettlebell Rotational Overhead Press,https://youtu.be/VQKcF1HfsYk,,Novice,Shoulders,Anterior Deltoids,,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Kettlebell,Alternating Kettlebell Overhead Press with Rotation,Anterior Deltoids,Obliques,Rotational component adds core engagement; press is primary
6703,Alternating Double Kettlebell Push Press,https://youtu.be/kUgzuCAvO3A,,Novice,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Unilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Kettlebell,Alternating Kettlebell Push Press,Anterior Deltoids,Triceps,Uses leg drive; standard name for this explosive press
6704,Cable Tall Kneeling Face Pull,,https://youtu.be/VGOZVVlarfg,Novice,Shoulders,Posterior Deltoids,Infraspinatus,Upper Body,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Cable,Cable Face Pull,Posterior Deltoids,Infraspinatus,Commonly performed kneeling; targets rear delts and rotator cuff
6705,Macebell Ballistic Curl,https://youtu.be/e8aZdfRK4FE?si=VtO52sSIMj0T-KCF,,Novice,Biceps,Biceps Brachii,,Upper Body,Bilateral,Ballistics,2025-08-10 01:02:43.832216+00,Macebell,Macebell Curl,Biceps,Forearms,Ballistic implies momentum; standardized to common curl name
6706,Single Arm Indian Club Outer Heart Shaped Swing,,,Novice,Shoulders,Posterior Deltoids,,Upper Body,Unilateral,Mobility,2025-08-10 01:02:43.832216+00,Indian Club,Indian Club Outside Swing,Posterior Deltoids,Shoulders,Traditional club swing; 'heart-shaped' describes arc path
6707,Single Arm Clubbell Pullover,https://youtu.be/JJgOmmqZneM?si=v93qv5Poy03NJqj_,,Novice,Back,Latissimus Dorsi,Posterior Deltoids,Upper Body,Unilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Clubbell,Clubbell Pullover,Latissimus Dorsi,Posterior Deltoids,Overhead pullover motion with clubbell; targets lats
6708,Double Clubbell Pullover,https://youtu.be/2ZYphWzJedw?si=f5GGOhThihsKqIds,https://youtu.be/d6x6YACiUx8?si=KOdxdmqhKdBF07lE,Novice,Back,Latissimus Dorsi,Posterior Deltoids,Upper Body,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Clubbell,Double Clubbell Pullover,Latissimus Dorsi,Posterior Deltoids,Same as single arm but bilateral; retains standard name
6709,Clubbell Pullover,https://youtu.be/0sRFLvzcqxw?si=cqK8W0uEQdEUfDAy,https://youtu.be/jpIn1Sumg78?si=l1eFqwf4PiMMc7cV,Novice,Back,Latissimus Dorsi,Posterior Deltoids,Upper Body,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Clubbell,Clubbell Pullover,Latissimus Dorsi,Posterior Deltoids,Standard name for this overhead lat exercise
6710,Clubbell Front Flag Press,https://youtu.be/3_F4oUpYY7Q?si=qgoqjkcK33CSqmX4,,Novice,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Clubbell,Clubbell Front Press,Anterior Deltoids,Triceps,'Front Flag' may be misnomer; likely refers to front press
6711,Single Arm Indian Club Inner Heart Shaped Swing,,,Novice,Shoulders,Posterior Deltoids,,Upper Body,Unilateral,Mobility,2025-08-10 01:02:43.832216+00,Indian Club,Indian Club Inside Swing,Posterior Deltoids,Shoulders,Swing pattern moving across body; targets rear delts
6712,Single Arm Ring Dead Hang,https://youtu.be/7J_x9uMtr-o?si=2tga8qG4urWcSCMT,,Novice,Forearms,Brachioradialis,Latissimus Dorsi,Upper Body,Unilateral,Calisthenics,2025-08-10 01:02:43.832216+00,Gymnastic Rings,Single Arm Ring Hang,Forearms,Latissimus Dorsi,Grip and scapular engagement; brachioradialis part of forearm
6713,Single Arm Dumbbell Suitcase Deadlift,https://youtu.be/yMRbcOd51pA?si=7Hc1xBgOqKKuKw3C,https://youtu.be/9ksPiTU64tI?si=UWk89dqzB8OjLE0A,Novice,Back,Latissimus Dorsi,Latissimus Dorsi,Full Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Dumbbell,Single Arm Dumbbell Deadlift,Erector Spinae,Glutes,Suitcase implies unilateral carry; deadlift pattern; primary is posterior chain
6714,Slider Single Arm Kettlebell Front Rack Ipsilateral Reverse Lunge,https://youtu.be/7wCLqLLyHh0?si=hFc7L_yPlG-KnZVg,,Novice,Quadriceps,Quadriceps Femoris,Latissimus Dorsi,Lower Body,Ipsilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Sliders,Slider Reverse Lunge with Kettlebell Front Rack,Quadriceps,Glutes,Ipsilateral loading; core challenge but lower body primary
6715,Clubbell Torch Press,https://youtu.be/REUDhFnYMYc?si=13Shwx4VKvuvNLZh,https://youtu.be/ZLwgEO6J89U?si=L6zaRYpDOG7rBE6z,Novice,Shoulders,Anterior Deltoids,Latissimus Dorsi,Upper Body,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Clubbell,Clubbell Overhead Press,Anterior Deltoids,Triceps,'Torch Press' likely refers to overhead press with clubbell
6716,Single Arm Clubbell Torch Press,https://youtu.be/UU4WhE25JfI?si=6sinMuju_2nUhgZK,https://youtu.be/KFluTacbjKU?si=8mY0r8-MlBTvBADs,Novice,Shoulders,Anterior Deltoids,Latissimus Dorsi,Upper Body,Unilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Clubbell,Single Arm Clubbell Overhead Press,Anterior Deltoids,Triceps,Unilateral overhead pressing movement
6717,Double Clubbell Torch Press,,,Novice,Shoulders,Anterior Deltoids,Latissimus Dorsi,Upper Body,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Clubbell,Double Clubbell Overhead Press,Anterior Deltoids,Triceps,Bilateral overhead press with clubbells
6718,Barbell Conventional Deadlift,https://youtu.be/op9kVnSso6Q,https://youtu.be/p2OPUi4xGrM,Novice,Back,Latissimus Dorsi,Latissimus Dorsi,Full Body,Bilateral,Powerlifting,2025-08-10 01:02:43.832216+00,Barbell,Barbell Deadlift,Erector Spinae,Glutes,Primary muscle corrected to erector spinae; full posterior chain
6719,Barbell Sumo Deadlift,https://youtu.be/wQHSYDSgDn8,https://youtu.be/cDlOSfu-zHY,Novice,Back,Latissimus Dorsi,Gluteus Maximus,Full Body,Bilateral,Powerlifting,2025-08-10 01:02:43.832216+00,Barbell,Barbell Sumo Deadlift,Glutes,Quadriceps,Wider stance; emphasizes glutes and quads more than conventional
6720,Barbell Rack Pull,https://youtu.be/zdaEWO0S5HU,https://youtu.be/cxVrqTqD_J4,Novice,Back,Latissimus Dorsi,,Full Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Barbell,Barbell Rack Pull,Erector Spinae,Glutes,Partial deadlift from racks; targets back and posterior chain
6721,Barbell Snatch Grip Deadlift,https://youtu.be/0Ah-ol5EGlo,https://youtu.be/GP6VNoIZyF4,Intermediate,Back,Latissimus Dorsi,,Full Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Barbell,Barbell Snatch Grip Deadlift,Erector Spinae,Glutes,Wider grip emphasizes upper back and posterior chain
6722,Alternating Double Clubbell Torch Press,,,Novice,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Unilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Clubbell,Alternating Clubbell Overhead Press,Anterior Deltoids,Triceps,Alternating unilateral overhead press with clubbells
6723,Stability Ball Hyperextension,https://youtu.be/bmRTtzOOiVM,https://youtu.be/QpIyEK1C8Ig,Novice,Back,Erector Spinae,,Core,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Stability Ball,Stability Ball Back Extension,Erector Spinae,Glutes,Hyperextension equivalent using stability ball
6724,Barbell Seated Good Morning,https://youtu.be/ZPeJ0s8X6Gs,https://youtu.be/cJWYiUkiWrE,Intermediate,Back,Erector Spinae,Gluteus Maximus,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Barbell,Barbell Seated Good Morning,Erector Spinae,Glutes,Seated version of good morning; targets lower back and glutes
6725,Barbell Good Morning,https://youtu.be/F8dCjzbed-4,https://youtu.be/f23vXjoG2e8,Intermediate,Back,Erector Spinae,Gluteus Maximus,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Barbell,Barbell Good Morning,Erector Spinae,Glutes,Standard name; hip hinge movement for posterior chain
6726,Bodyweight Wall Sit,https://youtu.be/SszDMOZvFuw,https://youtu.be/y-wV4Venusw,Beginner,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Bodyweight,Wall Sit,Quadriceps,Glutes,Isometric lower body exercise
6727,Bodyweight Wall Slide Squat,https://youtu.be/3J99J5NxNSQ?si=Xv_W-o9GzT-nvtVQ,,Beginner,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Bodyweight,Wall Slide Squat,Quadriceps,Glutes,Controlled squat movement against wall
6728,Stability Ball Wall Slide Squat,https://youtu.be/lWJ6BujsDYY?si=Hl4kTZutf9b6tDUi,https://youtu.be/NFpVxugZ1E0,Beginner,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Stability Ball,Stability Ball Wall Squat,Quadriceps,Glutes,Uses ball for support during wall squat
6729,Suspension Squat,https://youtu.be/MafftY-3lC0?si=bGTlr29qg0ZvBtT_,https://youtu.be/ViV9wM5aGPg?si=d4iDv53YNJSLeN5e,Beginner,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Suspension Trainer,Suspension Bodyweight Squat,Quadriceps,Glutes,Squat using suspension trainer for instability
6730,Suspension Alternating Reverse Lunge,https://youtu.be/oRO4ailwZb4,,Beginner,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Suspension Trainer,Suspension Reverse Lunge,Quadriceps,Glutes,Reverse lunge with suspension for balance challenge
