id,exercise_name,video_link,video_explanation,expereince_level,target_muscle,primary_muscle,secondary_muscle,category,laterality,exercise_classification,inserted_at,equipment,standardized_name,standardized_primary_muscle,standardized_secondary_muscle,standardization_notes
7581,Alternating Single Arm Clubbell Mill,https://youtu.be/p8aWK-U6uVQ?si=uIoHZ9IRigICcYkI,,Intermediate,Shoulders,Posterior Deltoids,Gluteus Maximus,Upper Body,Unilateral,Ballistics,2025-08-10 01:02:44.550093+00,Clubbell,Alternating Clubbell Mill,Shoulders,Glutes,Alternating arm movement during mill
7582,Clubbell Isometric Split Squat Gamma Cast,,,Advanced,Shoulders,Posterior Deltoids,Quadriceps Femoris,Full Body,Unilateral,Balance,2025-08-10 01:02:44.550093+00,Clubbell,Split Squat with Clubbell Gamma Cast,Shoulders,Quadriceps,Combines isometric squat with dynamic gamma cast
7583,Clubbell Single Leg Standing Bent Knee Gamma Cast,,,Advanced,Shoulders,Posterior Deltoids,Rectus Abdominis,Full Body,Bilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Clubbell,Single-Leg Clubbell Gamma Cast,Shoulders,Abs,Unilateral stance increases core demand
7584,Macebell Alternating 360 to Ballistic Curl,https://youtu.be/dAeNDa33dCg?si=DOdJKyHWeDTnUFjC,,Intermediate,Shoulders,Posterior Deltoids,Biceps Brachii,Upper Body,Bilateral,Ballistics,2025-08-10 01:02:44.550093+00,Macebell,Macebell 360 to Ballistic Curl,Shoulders,Biceps,Combines rotational swing with curl
7585,Bar Chin Up,https://youtu.be/8mryJ3w2S78?si=feHRqrceUl_6Xatw,,Intermediate,Biceps,Biceps Brachii,Latissimus Dorsi,Upper Body,Bilateral,Calisthenics,2025-08-10 01:02:44.550093+00,Pull Up Bar,Chin-Up,Biceps,Back,"""Palms facing you"
7586,Bar Pull Up,https://youtu.be/HRV5YKKaeVw?si=2FwPXMnKZC4QXyAO,https://youtu.be/sIvJTfGxdFo?si=EayZv3-AEz3Y3pBa,Intermediate,Back,Latissimus Dorsi,Biceps Brachii,Upper Body,Bilateral,Calisthenics,2025-08-10 01:02:44.550093+00,Pull Up Bar,Pull-Up,Back,Biceps,"""Palms facing away"
7587,Single Arm Clubbell Side Swing,,,Intermediate,Abdominals,Obliques,Gluteus Maximus,Full Body,Bilateral,Ballistics,2025-08-10 01:02:44.550093+00,Clubbell,Single-Arm Clubbell Side Swing,Obliques,Glutes,Rotational swing targeting core and hip power
7588,Single Arm Clubbell Inside Pendulum,https://youtu.be/9JrqgpJfxFs?si=ltubZdnwDPFzi-8r,https://youtu.be/4LqqrNosRiI?si=qH109kha9__Hvhfb,Intermediate,Abdominals,Obliques,Gluteus Maximus,Full Body,Unilateral,Ballistics,2025-08-10 01:02:44.550093+00,Clubbell,Single-Arm Clubbell Pendulum Swing,Obliques,Glutes,"""Arcing swing from inside to side"
7589,Double Clubbell Swipe,https://youtu.be/IABFtVxvqdo?si=Krk5vT1xDU9YcRb2,https://youtu.be/Ec7n3S5G3Ko?si=Xbf10Qg6yfyLzV5w,Intermediate,Glutes,Gluteus Maximus,Biceps Femoris,Full Body,Bilateral,Ballistics,2025-08-10 01:02:44.550093+00,Clubbell,Double Clubbell Swipe,Glutes,Hamstrings,"""Full-body swing using both clubbells"
7590,Single Arm Clubbell Swipe,https://youtu.be/EZNev-kvl6A?si=GsKx6-ERsaOYXjDd,https://youtu.be/4nt-vtNLLo4?si=0zCcsMCYUIoZtp5b,Intermediate,Glutes,Gluteus Maximus,Biceps Femoris,Full Body,Unilateral,Ballistics,2025-08-10 01:02:44.550093+00,Clubbell,Single-Arm Clubbell Swipe,Glutes,Hamstrings,Posterior chain exercise with rotational core engagement
7591,Single Arm Clubbell Cross Body Swipe,,https://youtu.be/ASZw05sMCxw?si=FN1QEpEENaC46NuX,Intermediate,Abdominals,Obliques,Gluteus Maximus,Full Body,Unilateral,Ballistics,2025-08-10 01:02:44.550093+00,Clubbell,Single-Arm Clubbell Cross-Body Swing,Obliques,Glutes,"""Swing across the body"
7592,Bar Scapular Pull Up,https://youtu.be/pE8PJsWEV7k?si=sXWG_h39gmTbgsNw,,Intermediate,Back,Latissimus Dorsi,Rhomboids,Upper Body,Bilateral,Calisthenics,2025-08-10 01:02:44.550093+00,Pull Up Bar,Scapular Pull-Up,Back,Rhomboids,Pull-up bar exercise focusing on scapular retraction
7593,Single Arm Clubbell Inside Circle to Shield Cast,,https://youtu.be/nz_28BY272M?si=nVEPcDEL6vGdESAz,Advanced,Shoulders,Posterior Deltoids,Rectus Abdominis,Full Body,Unilateral,Ballistics,2025-08-10 01:02:44.550093+00,Clubbell,Single-Arm Clubbell Circle to Shield Cast,Rear Shoulders,Abs,"""Circular motion ending in overhead press"
7594,Clubbell Barbarian Squat,https://youtu.be/SnRUNmL46So?si=LiGATOKJlrhb676E,https://youtu.be/JQ1UxkSqROQ?si=qs0lvcB3j2EsoQOa,Novice,Quadriceps,Quadriceps Femoris,Posterior Deltoids,Full Body,Bilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Clubbell,Clubbell Barbarian Squat,Quads,Rear Shoulders,"""Squat with clubbell held in front"
7595,Single Arm Clubbell Inside Circle to Outside Circle,,https://youtu.be/V1noG21BO8Q?si=wQHrkhWFJHF0ak8e,Intermediate,Abdominals,Rectus Abdominis,Gluteus Maximus,Full Body,Unilateral,Ballistics,2025-08-10 01:02:44.550093+00,Clubbell,Single-Arm Clubbell Figure-8 Circle,Abs,Glutes,Continuous circular motion engaging core and hips
7596,Clubbell Inside Circle to Outside Circle,,,Intermediate,Abdominals,Rectus Abdominis,Gluteus Maximus,Full Body,Bilateral,Ballistics,2025-08-10 01:02:44.550093+00,Clubbell,Double Clubbell Figure-8 Circle,Abs,Glutes,Full-body circular movement with bilateral loading
7597,Double Clubbell Barbarian Squat,,https://youtu.be/rkB05p8JKDc?si=pJNkF5RP4J1kn_LL,Novice,Quadriceps,Quadriceps Femoris,Posterior Deltoids,Full Body,Bilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Clubbell,Double Clubbell Barbarian Squat,Quads,Rear Shoulders,"""Squat with two clubbells"
7598,Single Arm Clubbell Side to Side Swing,,https://youtu.be/OmY95XgEy00?si=3-4hWbjWMn1lM8Fz,Intermediate,Abdominals,Obliques,Gluteus Maximus,Full Body,Unilateral,Ballistics,2025-08-10 01:02:44.550093+00,Clubbell,Single-Arm Clubbell Side-to-Side Swing,Obliques,Glutes,Lateral swing pattern targeting core and hip power
7599,Alternating Single Arm Clubbell Side to Side Swing,,https://youtu.be/OIS3xeBhwp0?si=XQoMSwCpgaBf7wdw,Advanced,Abdominals,Obliques,Gluteus Maximus,Full Body,Unilateral,Ballistics,2025-08-10 01:02:44.550093+00,Clubbell,Alternating Clubbell Side-to-Side Swing,Obliques,Glutes,Alternating lateral swings for dynamic core engagement
7600,Clubbell Alternating Inside Pendulum to Gamma Cast,,,Advanced,Shoulders,Posterior Deltoids,Obliques,Full Body,Bilateral,Ballistics,2025-08-10 01:02:44.550093+00,Clubbell,Alternating Clubbell Pendulum to Overhead Cast,Rear Shoulders,Obliques,"""Dynamic swing to overhead motion"
7601,Single Arm Clubbell Single Leg Standing Bent Knee Contralateral Shield Cast,,,Advanced,Shoulders,Posterior Deltoids,Rectus Abdominis,Full Body,Contralateral,Balance,2025-08-10 01:02:44.550093+00,Clubbell,Single-Arm Clubbell Single-Leg Shield Cast,Rear Shoulders,Abs,Unilateral overhead cast with single-leg stance
7602,Bar Skin the Cat,https://youtu.be/mqZDdpFh1gA?si=5Sz7M4RZJh4kpYFa,https://youtu.be/0g6tVBdfsUw?si=Xww93bTXbMAcyLUz,Intermediate,Back,Latissimus Dorsi,Rectus Abdominis,Upper Body,Bilateral,Calisthenics,2025-08-10 01:02:44.550093+00,Pull Up Bar,Skin the Cat,Back,Abs,"""Gymnastics movement on pull-up bar"
7603,Single Arm Kettlebell Bottoms Up Tall Kneeling Overhead Press,https://youtu.be/fyC2FBk2vho?si=9A4Unc4H-ndiHFMC,,Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Kettlebell,Single-Arm Kettlebell Bottoms-Up Overhead Press,Front Shoulders,Triceps,Stabilization-focused press in tall kneeling position
7604,Single Arm Clubbell Inside Circle to Front Flag Press,,,Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,Full Body,Unilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Clubbell,Single-Arm Clubbell Circle to Front Press,Front Shoulders,Triceps,Circular motion transitioning to overhead press
7605,Double Clubbell Order Bulgarian Split Squat,,https://youtu.be/aHIntdF9TlI?si=PlDrrrvPa1NahU-k,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Clubbell,Double Clubbell Bulgarian Split Squat,Quads,Glutes,"""Split squat with clubbells"
7606,Barbell Hang Squat Clean,https://youtu.be/DaKC_BEN5bk?si=-Q3RkXcSiRxscR4n,https://youtu.be/YZUdVyVV3uI?si=gWL2sofp3-9XG4uU,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Full Body,Bilateral,Olympic Weightlifting,2025-08-10 01:02:44.550093+00,Barbell,Hang Squat Clean,Quads,Glutes,"""Olympic lift from hang position"
7607,Alternating Single Arm Kettlebell Feet Elevated Plank Pull Through,https://youtu.be/178a2eYjaow?si=5BIFyTIH_gQo8ef1,,Intermediate,Abdominals,Rectus Abdominis,Obliques,Core,Unilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Kettlebell,Alternating Kettlebell Plank Pull-Through,Abs,Obliques,Core stability exercise with anti-rotation component
7608,Miniband Supine Alternating Hip Flexion,https://youtu.be/hcB3BdFBk9o?si=NCYoHHaTofHXzx2y,,Beginner,Hip Flexors,Iliopsoas,Rectus Femoris,Lower Body,Unilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Miniband,Supine Banded Hip March,Hip Flexors,Quads,Supine hip flexion with band resistance for activation
7609,Double Kettlebell Bottoms Up Tall Kneeling Overhead Press,https://youtu.be/zlosFkTwleE?si=kPNf5P_AJZd7Sqrn,,Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Kettlebell,Double Kettlebell Bottoms-Up Overhead Press,Front Shoulders,Triceps,Overhead press with kettlebells upside down for stability
7610,Alternating Double Kettlebell Bottoms Up Tall Kneeling Overhead Press,,,Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Kettlebell,Alternating Double Kettlebell Bottoms-Up Press,Front Shoulders,Triceps,Alternating press with stability challenge
7611,Double Kettlebell Bottoms Up Half Kneeling Overhead Press,https://youtu.be/IoGfLT_8cPA?si=0w2tJHQG6XulCr7c,,Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Kettlebell,Double Kettlebell Bottoms-Up Half-Kneeling Press,Front Shoulders,Triceps,Half-kneeling variation increases core engagement
7612,Alternating Double Kettlebell Bottoms Up Half Kneeling Overhead Press,,,Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Kettlebell,Alternating Double Kettlebell Bottoms-Up Half-Kneeling Press,Front Shoulders,Triceps,Alternating press in half-kneeling for stability
7613,Single Arm Clubbell Barbarian Squat,,https://youtu.be/g1NRUDyqlH8?si=D2hTo9Ntck6F1dcx,Novice,Quadriceps,Quadriceps Femoris,Posterior Deltoids,Full Body,Unilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Clubbell,Single-Arm Clubbell Barbarian Squat,Quads,Rear Shoulders,Unilateral loading in front-loaded squat
7614,Single Arm Clubbell Single Leg Standing Bent Knee Ipsilateral Shield Cast,,,Advanced,Shoulders,Posterior Deltoids,Rectus Abdominis,Full Body,Ipsilateral,Balance,2025-08-10 01:02:44.550093+00,Clubbell,Single-Arm Clubbell Single-Leg Shield Cast,Rear Shoulders,Abs,Single-leg overhead cast with ipsilateral loading
7615,Clubbell Order Cyclist Squat,,https://youtu.be/_ckOSXnMuXo?si=ljb43FTe1n7YBdl8,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Clubbell,Clubbell Cyclist Squat,Quads,Glutes,Asymmetrical squat mimicking cyclist position
7616,Single Arm Clubbell Order Contralateral Bulgarian Split Squat,,https://youtu.be/FCsM9fm0xPY?si=8FFkfLmFOgxlcsFY,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Clubbell,Single-Arm Clubbell Contralateral Bulgarian Split Squat,Quads,Glutes,Bulgarian split squat with opposite arm loading
7617,Alternating Single Arm Macebell 10 to 2,https://youtu.be/7DW72Ft1LEo?si=kejdZkBMg1CFxl99,https://youtu.be/eYAnYQw8yJI?si=afXpUxsTWnNFG7NW,Intermediate,Shoulders,Posterior Deltoids,Rectus Abdominis,Upper Body,Unilateral,Ballistics,2025-08-10 01:02:44.550093+00,Macebell,Alternating Macebell 10-to-2 Swing,Rear Shoulders,Abs,Circular overhead swing from 10 to 2 o'clock position
7618,Double Kettlebell Bottoms Up Tall Kneeling Seesaw Overhead Press,,,Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Kettlebell,Double Kettlebell Bottoms-Up Seesaw Press,Front Shoulders,Triceps,Alternating press with seesaw motion in tall kneeling
7619,Clubbell Inside Pendulum to Inside Pullover,,,Intermediate,Back,Latissimus Dorsi,Posterior Deltoids,Upper Body,Bilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Clubbell,Clubbell Pendulum to Pullover,Back,Rear Shoulders,"""Swing into pullover motion"
7620,Clubbell Order Squat,,,Beginner,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Clubbell,Clubbell Front Squat,Quads,Glutes,Front-loaded squat with clubbell
7621,Single Arm Clubbell Order Ipsilateral Bulgarian Split Squat,,https://youtu.be/hj6VJzYrkY0?si=fsHR5hg8cUmEtRGK,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Ipsilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Clubbell,Single-Arm Clubbell Ipsilateral Bulgarian Split Squat,Quads,Glutes,Same-side arm and leg loading in split squat
7622,Single Arm Clubbell Order Squat,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Clubbell,Single-Arm Clubbell Front Squat,Quads,Glutes,Unilateral front-loaded squat
7623,Double Clubbell Order Squat,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Clubbell,Double Clubbell Front Squat,Quads,Glutes,Bilateral front-loaded squat with clubbells
7624,Clubbell Alternating Inside Pendulum to Inside Pullover,,,Intermediate,Back,Latissimus Dorsi,Posterior Deltoids,Upper Body,Bilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Clubbell,Alternating Clubbell Pendulum to Pullover,Back,Rear Shoulders,Alternating swing to pullover for back engagement
7625,Single Arm Kettlebell Bottoms Up Arm Bar,,https://youtu.be/Ya0DCt11wGI?si=dkBvQls6KHvRIS6y,Intermediate,Shoulders,Infraspinatus,Subscapularis,Upper Body,Unilateral,Mobility,2025-08-10 01:02:44.550093+00,Kettlebell,Kettlebell Arm Bar,Rotator Cuff,Shoulder Stabilizers,Shoulder stability exercise with kettlebell
7626,Single Arm Kettlebell Bottoms Up Arm Bar Rotation,https://youtu.be/dlqDSzgxNwM?si=_l4eia6JX0ovy0ss,,Intermediate,Shoulders,Infraspinatus,Subscapularis,Upper Body,Unilateral,Mobility,2025-08-10 01:02:44.550093+00,Kettlebell,Kettlebell Arm Bar Rotation,Rotator Cuff,Shoulder Stabilizers,Dynamic arm bar with rotation for shoulder health
7627,Double Kettlebell Push Up,https://youtu.be/80WFnCM9Kbo?si=kxvBbrzAla92I6YM,https://youtu.be/KaBuOQuKz9k?si=bd3bRFMCPMLx_0e1,Intermediate,Chest,Pectoralis Major,Triceps Brachii,Upper Body,Bilateral,Calisthenics,2025-08-10 01:02:44.550093+00,Kettlebell,Kettlebell Push-Up,Chest,Triceps,Push-up with hands on kettlebells for increased range
7628,Bodyweight Pseudo Planche Lean,https://youtu.be/KMCZ6Pjg9_k?si=qLUPw94vxQVVs7nw,https://youtu.be/wKV5zVJTYBo?si=Ody40S0RCgcAfrGv,Intermediate,Abdominals,Rectus Abdominis,Anterior Deltoids,Upper Body,Bilateral,Calisthenics,2025-08-10 01:02:44.550093+00,Bodyweight,Pseudo Planche Lean,Abs,Front Shoulders,Forward lean push-up position targeting shoulders and core
7629,Macebell 360 to Single Arm 360,,,Intermediate,Shoulders,Posterior Deltoids,Rectus Abdominis,Upper Body,Unilateral,Ballistics,2025-08-10 01:02:44.550093+00,Macebell,Macebell 360 to Single-Arm 360,Rear Shoulders,Abs,Full circular motion transitioning to single-arm swing
7630,Tire Feet Elevated Decline Push Up,https://youtu.be/-S5Zz3Hl6a4?si=8XSysf7jjGJx2X07,https://youtu.be/QV59kjnQUSA?si=PsO5R5p6EdgooNNw,Intermediate,Chest,Pectoralis Major,Triceps Brachii,Upper Body,Bilateral,Calisthenics,2025-08-10 01:02:44.550093+00,Tire,Feet-Elevated Decline Push-Up,Chest,Triceps,"""Push-up with feet on tire"
7631,Bodyweight Bench Feet Elevated Decline Push Up,https://youtu.be/1ZTYpiJJDZ8?feature=shared,https://youtu.be/O7dVvwEK9J4?si=2GvTHxgOdnXM5BDT,Intermediate,Chest,Pectoralis Major,Triceps Brachii,Upper Body,Bilateral,Calisthenics,2025-08-10 01:02:44.550093+00,Bodyweight,Feet-Elevated Decline Push-Up,Chest,Triceps,Decline push-up using bench for foot elevation
7632,Bodyweight Box Feet Elevated Decline Push Up,https://youtu.be/5DTn4Euw6To?si=Qt5r8kEOx3ZW_AO9,,Intermediate,Chest,Pectoralis Major,Triceps Brachii,Upper Body,Bilateral,Calisthenics,2025-08-10 01:02:44.550093+00,Bodyweight,Feet-Elevated Decline Push-Up,Chest,Triceps,Decline push-up using box for foot elevation
7633,Bodyweight Feet Elevated Pike Push Up,https://youtu.be/s5VyQrNhEYY?si=9tSA6c3bjeje5MfX,https://youtu.be/_FfCWr4B6z8?si=IEXKukMqp8ATfMdh,Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Bilateral,Calisthenics,2025-08-10 01:02:44.550093+00,Bodyweight,Feet-Elevated Pike Push-Up,Front Shoulders,Triceps,Pike position push-up targeting delts
7634,Tire Feet Elevated Pike Push Up,,,Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Bilateral,Calisthenics,2025-08-10 01:02:44.550093+00,Tire,Feet-Elevated Pike Push-Up,Front Shoulders,Triceps,Pike push-up with feet on tire for shoulder focus
7635,Double Kettlebell Bottoms Up Push Jerk,,,Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Bilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Kettlebell,Double Kettlebell Push Jerk,Anterior Deltoids,Triceps Brachii,Bottoms-up grip is advanced; standardized name reflects common terminology.
7636,Alternating Double Kettlebell Bottoms Up Push Jerk,,,Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Unilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Kettlebell,Alternating Kettlebell Push Jerk,Anterior Deltoids,Triceps Brachii,Alternating movement pattern maintained; simplified name.
7637,Single Arm Kettlebell Bottoms Up Overhead Press,https://youtu.be/J5LEpIZSDS0?si=SukDsqWl5cS7XyF-,https://youtu.be/zIiqn5HVq1w?si=VyLaWgCr5pDY5QTj,Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Unilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Kettlebell,Single-Arm Kettlebell Overhead Press,Anterior Deltoids,Triceps Brachii,Bottoms-up variation is implied in training context.
7638,Single Arm Kettlebell Bottoms Up Push Press,,https://youtu.be/4dDZeldSuVs?si=D0_bRJn7gwY2jMoP,Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Unilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Kettlebell,Single-Arm Kettlebell Push Press,Anterior Deltoids,Triceps Brachii,Push press uses leg drive; name reflects standard term.
7639,Bulgarian Bag Side to Side Swing,,https://youtu.be/BtQXVVu86Ug?si=yr6zjamvI2-gV-Wl,Intermediate,Abdominals,Obliques,,Full Body,Bilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Bulgarian Bag,Bulgarian Bag Side-to-Side Swing,Obliques,,Targets rotational core strength; name standardized for clarity.
7640,Single Arm Kettlebell Bottoms Up Half Kneeling Ipsilateral Overhead Press,,https://youtu.be/VDJcpMX5iDg?si=c4_vtlto4cmV6-r_,Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Ipsilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Kettlebell,Half-Kneeling Kettlebell Overhead Press,Anterior Deltoids,Triceps Brachii,Ipsilateral half-kneeling position is implied in execution.
7641,Single Ring Rotational Row,https://youtu.be/1PiO_woAgDc?si=-nYhvQs3zKrAR7im,https://youtu.be/J7-YqP2qYlk?si=HtXHfMfWEaD67VdL,Intermediate,Back,Latissimus Dorsi,Biceps Brachii,Upper Body,Bilateral,Calisthenics,2025-08-10 01:02:44.550093+00,Gymnastic Rings,Single-Arm Ring Row with Rotation,Latissimus Dorsi,Biceps Brachii,Rotational element adds core engagement; name reflects movement.
7642,Trap Bar Bottoms Up Tall Kneeling Overhead Press,https://youtu.be/yQToM9xx5Y4?si=AAnvcezbT07hvy8I,,Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Trap Bar,Tall-Kneeling Trap Bar Overhead Press,Anterior Deltoids,Triceps Brachii,Uncommon use of trap bar; standardized to reflect movement pattern.
7643,Clubbell Clean,,,Novice,Glutes,Gluteus Maximus,Brachioradialis,Full Body,Bilateral,Ballistics,2025-08-10 01:02:44.550093+00,Clubbell,Clubbell Clean,Glutes,Forearms,Full-body explosive movement; 'Brachioradialis' simplified to 'Forearms'.
7644,Double Clubbell Clean,,https://youtu.be/XRyFEfRbHYY?si=9uHqeQJHtoWY-upd,Novice,Glutes,Gluteus Maximus,Brachioradialis,Full Body,Bilateral,Ballistics,2025-08-10 01:02:44.550093+00,Clubbell,Double Clubbell Clean,Glutes,Forearms,Bilateral version of clubbell clean.
7645,Single Arm Clubbell Clean,,,Novice,Glutes,Gluteus Maximus,Brachioradialis,Full Body,Unilateral,Ballistics,2025-08-10 01:02:44.550093+00,Clubbell,Single-Arm Clubbell Clean,Glutes,Forearms,Unilateral explosive pull; primary driver is hip extension.
7646,Trap Bar Z Press,https://youtu.be/nz99ncuEEt4?feature=shared,https://youtu.be/jHx9-WED7OU?si=zlXUqydv0_cCArqf,Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Trap Bar,Seated Trap Bar Overhead Press,Anterior Deltoids,Triceps Brachii,Z press implies seated overhead press without leg drive.
7647,Trap Bar Bottoms Up Floor Press,,,Intermediate,Chest,Pectoralis Major,Triceps Brachii,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Trap Bar,Trap Bar Floor Press,Chest,Triceps Brachii,Floor press limits range of motion; targets chest and triceps.
7648,Trap Bar Bottoms Up Bench Press,https://youtu.be/I8WCjE1hTPM?si=riNSekDaoROPTCoF,https://youtu.be/M98mRj1cJM8?si=lrWk0x11qTglrTmA,Intermediate,Chest,Pectoralis Major,Triceps Brachii,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Trap Bar,Trap Bar Bench Press,Chest,Triceps Brachii,Unconventional use of trap bar; movement matches bench press pattern.
7649,Bulgarian Bag Alternating Spin to Side Swing Squat,https://youtu.be/2UpONYbzL7c?si=C2NbwmasH7LSljdz,,Advanced,Shoulders,Posterior Deltoids,Obliques,Full Body,Bilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Bulgarian Bag,Bulgarian Bag Rotational Side Swing Squat,Posterior Deltoids,Obliques,"""Combines rotation"
7650,Bulgarian Bag Swipe,https://youtu.be/qFNcznHSBo8?si=5hfD700tGnPBWD3l,,Intermediate,Glutes,Posterior Deltoids,,Full Body,Bilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Bulgarian Bag,Bulgarian Bag Swipe,Posterior Deltoids,,Unique movement targeting rear delts dynamically.
7651,Bulgarian Bag Snatch,https://youtu.be/9-gxBjR4OyE?si=Z1RZknDb7e1_9QmD,https://youtu.be/LZNJdtSUG2g?si=VL3fegXQBKZIbUCg,Intermediate,Glutes,Gluteus Maximus,Anterior Deltoids,Full Body,Bilateral,Ballistics,2025-08-10 01:02:44.550093+00,Bulgarian Bag,Bulgarian Bag Snatch,Glutes,Anterior Deltoids,Explosive hip-dominant movement with overhead finish.
7652,Bulgarian Bag Alternating Rotational Snatch,,,Advanced,Shoulders,Anterior Deltoids,Obliques,Full Body,Bilateral,Ballistics,2025-08-10 01:02:44.550093+00,Bulgarian Bag,Alternating Rotational Bulgarian Bag Snatch,Anterior Deltoids,Obliques,Rotational snatch emphasizes core and shoulder strength.
7653,Bulgarian Bag Alternating Side Swing Squat,https://youtu.be/KCyWRqPHOCQ?si=bsZ5UbqpPjccsnEp,,Advanced,Abdominals,Obliques,Quadriceps Femoris,Full Body,Bilateral,Ballistics,2025-08-10 01:02:44.550093+00,Bulgarian Bag,Bulgarian Bag Side Swing Squat,Obliques,Quads,Lateral swing combined with squat; obliques are primary stabilizers.
7654,Bulgarian Bag Dead Clean,,https://youtu.be/o4PZBvlbkAk?si=fdFl2ErxtWiwCSWW,Intermediate,Glutes,Gluteus Maximus,Biceps Femoris,Full Body,Bilateral,Ballistics,2025-08-10 01:02:44.550093+00,Bulgarian Bag,Bulgarian Bag Dead Clean,Glutes,Hamstrings,Dead clean starts from floor; hip hinge pattern emphasized.
7655,Bulgarian Bag Swing,https://youtu.be/Q7rAfqN-NH0?si=zEMPL2_L-ZEUhtLj,,Novice,Glutes,Gluteus Maximus,,Full Body,Bilateral,Ballistics,2025-08-10 01:02:44.550093+00,Bulgarian Bag,Bulgarian Bag Swing,Glutes,,Hip-dominant explosive swing; similar to kettlebell swing.
7656,Bulgarian Bag Front Rack Squat,https://youtu.be/jAo338cgsmU?si=1dPZPEL1g1HDUuIC,,Novice,Quadriceps,Gluteus Maximus,,Lower Body,Bilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Bulgarian Bag,Bulgarian Bag Front Squat,Glutes,,Front rack position increases anterior load; squat pattern maintained.
7657,Bulgarian Bag Back Rack Squat,https://youtu.be/ctrXJi1QgEQ?si=O95czG8N3RjyL-Y-,https://youtu.be/77bp2Vf5KOY?si=qgFXxKXj-bodeUVk,Novice,Quadriceps,Gluteus Maximus,,Lower Body,Bilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Bulgarian Bag,Bulgarian Bag Back Squat,Glutes,,Back rack position mimics back squat loading.
