id,exercise_name,video_link,video_explanation,expereince_level,target_muscle,primary_muscle,secondary_muscle,category,laterality,exercise_classification,inserted_at,equipment,standardized_name,standardized_primary_muscle,standardized_secondary_muscle,standardization_notes
7172,Bodyweight Side Lying Hip Adduction,https://youtu.be/UW52u8OaWhw?si=WdEOpAR_PSB9x9bR,https://youtu.be/y4BmebZvZRE,Beginner,Adductors,Adductor Magnus,,Lower Body,Unilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Bodyweight,Side-Lying Hip Adduction,Adductors,,Isolation exercise for inner thigh muscles
7173,Superband Hollow Body Hold,https://youtu.be/8QRsSJ-Ny8M,,Intermediate,Abdominals,Rectus Abdominis,,Core,Bilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Superband,Resistance Band Hollow Body Hold,Abs,,Core hold with band for added resistance or feedback
7174,Parallette Freestanding Handstand Push Up,https://youtu.be/3FYYo6lP-dw,,Master,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Bilateral,Calisthenics,2025-08-10 01:02:44.550093+00,Parallette Bars,Freestanding Handstand Push-Up,Anterior Deltoids,Triceps,Overhead pressing movement using bodyweight
7175,Slider Single Leg Eccentric Hamstring Curl,https://youtu.be/yAOulKW0al4,https://youtu.be/dE5d39sErBU,Intermediate,Hamstrings,Biceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Sliders,Single-Leg Sliding Hamstring Curl,Hamstrings,Glutes,Eccentric-focused curl using sliders for posterior chain
7176,Bodyweight Freestanding Handstand Push Up,https://youtu.be/aAErmRDDJKY,https://youtu.be/3I_vcrmE0a0,Master,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Bilateral,Calisthenics,2025-08-10 01:02:44.550093+00,Bodyweight,Freestanding Handstand Push-Up,Anterior Deltoids,Triceps,Bodyweight overhead press in handstand position
7177,Single Arm Ring Grip Push Up,https://youtu.be/CXVqHGLmb3Q,,Master,Chest,Pectoralis Major,Triceps Brachii,Upper Body,Unilateral,Calisthenics,2025-08-10 01:02:44.550093+00,Gymnastic Rings,Single-Arm Push-Up on Rings,Chest,Triceps,Unstable push-up variation increasing demand on stabilizers
7178,Superband Side Plank Hanging Hip Adduction,https://youtu.be/JG0Ay2QDVbI,,Intermediate,Adductors,Adductor Magnus,,Lower Body,Unilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Superband,Side Plank with Band-Resisted Hip Adduction,Adductors,Obliques,Combines core stability with adductor activation
7179,Ring Strap Bulgarian Handstand Push Up,https://youtu.be/ZNCupJIYP6M,,Master,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Bilateral,Calisthenics,2025-08-10 01:02:44.550093+00,Gymnastic Rings,Bulgarian Handstand Push-Up on Rings,Anterior Deltoids,Triceps,Feet elevated handstand push-up on unstable rings
7180,Ring Freestanding Handstand Push Up,,,Master,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Bilateral,Calisthenics,2025-08-10 01:02:44.550093+00,Gymnastic Rings,Freestanding Handstand Push-Up on Rings,Anterior Deltoids,Triceps,Advanced variation requiring balance and strength
7181,Stability Ball Feet Elevated Frog Pump,https://youtu.be/Rc5e-DsD--M,,Novice,Glutes,Gluteus Maximus,Biceps Femoris,Lower Body,Bilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Stability Ball,Frog Pump with Feet on Stability Ball,Glutes,Hamstrings,Glute bridge variation with feet close together on ball
7182,Double Kettlebell Hollow Body Flutter Kicks,https://youtu.be/HOQeoz3zQeo,,Intermediate,Abdominals,Rectus Abdominis,Iliopsoas,Core,Unilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Kettlebell,Hollow Body Flutter Kicks with Kettlebells,Abs,Hip Flexors,Dynamic core exercise with added load
7183,Barbell Overhead Cyclist Squat,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Barbell,Overhead Cyclist Squat,Quadriceps,Glutes,Squat with asymmetrical leg positioning and overhead hold
7184,Barbell Front Rack Cyclist Squat,https://youtu.be/IU_0IBe4G9w,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Barbell,Front Rack Cyclist Squat,Quadriceps,Glutes,Cyclist squat with barbell in front rack position
7185,Double Kettlebell Dead Clean to Push Press,https://youtu.be/NAZ9uF9S_wk,,Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,Full Body,Bilateral,Ballistics,2025-08-10 01:02:44.550093+00,Kettlebell,Double Kettlebell Thruster,Anterior Deltoids,Triceps Brachii,Combines clean and push press; commonly known as thruster
7186,Bodyweight Bent Arm Press Handstand,https://youtu.be/Gzz3ku70W3I,https://youtu.be/5E_yYi0OsPw,Master,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Bilateral,Calisthenics,2025-08-10 01:02:44.550093+00,Bodyweight,Handstand Push-Up,Anterior Deltoids,Triceps Brachii,Bodyweight pressing movement targeting shoulders
7187,Barbell Cyclist Thruster,,,Intermediate,Quadriceps,Quadriceps Femoris,Anterior Deltoids,Full Body,Bilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Barbell,Barbell Thruster,Quadriceps Femoris,Anterior Deltoids,Full-body compound lift with front squat and push press
7188,Parallette L Sit to Bent Arm Press Handstand,,https://youtu.be/6wfu8QHBYZU,Master,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Bilateral,Calisthenics,2025-08-10 01:02:44.550093+00,Parallette Bars,Parallette Handstand Push-Up,Anterior Deltoids,Triceps Brachii,Advanced gymnastics movement on parallettes
7189,Alternating Single Arm Landmine Thruster,,https://youtu.be/woG921FLD3E,Intermediate,Quadriceps,Quadriceps Femoris,Anterior Deltoids,Full Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Landmine,Landmine Single-Arm Thruster,Quadriceps Femoris,Anterior Deltoids,Unilateral thruster using landmine setup
7190,Single Arm Dumbbell Cyclist Thruster,https://youtu.be/2Tt0XZ2pZyE,,Novice,Quadriceps,Quadriceps Femoris,Anterior Deltoids,Full Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Dumbbell,Single-Arm Dumbbell Thruster,Quadriceps Femoris,Anterior Deltoids,Thruster performed unilaterally with dumbbell
7191,Alternating Single Arm Landmine Cyclist Thruster,,,Intermediate,Quadriceps,Quadriceps Femoris,Anterior Deltoids,Full Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Landmine,Alternating Landmine Thruster,Quadriceps Femoris,Anterior Deltoids,Alternating unilateral thruster using landmine
7192,Barbell Low Bar Cyclist Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Barbell,Low Bar Back Squat,Quadriceps Femoris,Gluteus Maximus,Barbell squat with low bar placement emphasizing posterior chain
7193,Double Kettlebell Front Rack Split Squat,https://youtu.be/ExJCssj4YV0,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Kettlebell,Kettlebell Split Squat,Quadriceps Femoris,Gluteus Maximus,Unilateral lower body exercise with front rack load
7194,Double Kettlebell Front Rack Bulgarian Split Squat,https://youtu.be/Q3yDIeMfdNg,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Kettlebell,Kettlebell Bulgarian Split Squat,Quadriceps Femoris,Gluteus Maximus,Elevated rear foot split squat with kettlebells
7195,Double Kettlebell Overhead Squat,https://youtu.be/2Pk8jmse6vY,https://youtu.be/nGXtan2AQ8Q,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Kettlebell,Overhead Squat,Quadriceps Femoris,Gluteus Maximus,Full-range squat with weight held overhead
7196,Bodyweight Chest Roll to Straight Body Press Handstand,https://youtu.be/mYQAYnr2hlg?si=gqlNGvKWytXXQP1H,,Master,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Bilateral,Calisthenics,2025-08-10 01:02:44.550093+00,Bodyweight,Handstand Push-Up,Anterior Deltoids,Triceps Brachii,Advanced bodyweight shoulder press in handstand
7197,Single Arm Kettlebell Overhead Contralateral Knee Over Toe Split Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Kettlebell,Overhead Kettlebell Split Squat,Quadriceps Femoris,Gluteus Maximus,Unilateral squat with contralateral overhead load
7198,Ring Bent Arm Bent Body Press Handstand,https://youtu.be/TxkC9nrvOho,,Master,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Bilateral,Calisthenics,2025-08-10 01:02:44.550093+00,Gymnastic Rings,Ring Handstand Push-Up,Anterior Deltoids,Triceps Brachii,Handstand push-up on gymnastic rings
7199,Single Arm Kettlebell Sumo Deadlift,https://youtu.be/1XyV5eNL1z0,,Novice,Back,Latissimus Dorsi,Gluteus Maximus,Full Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Kettlebell,Single-Arm Kettlebell Sumo Deadlift,Gluteus Maximus,Latissimus Dorsi,Sumo stance deadlift with unilateral kettlebell load
7200,Single Arm Kettlebell Front Rack Contralateral Knee Over Toe Split Squat,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Kettlebell,Kettlebell Split Squat,Quadriceps Femoris,Gluteus Maximus,Unilateral squat with front rack kettlebell
7201,Ring Dip to Handstand,,,Master,Triceps,Triceps Brachii,Anterior Deltoids,Upper Body,Bilateral,Calisthenics,2025-08-10 01:02:44.550093+00,Gymnastic Rings,Ring Dip to Handstand,Triceps Brachii,Anterior Deltoids,Advanced ring skill combining dip and handstand
7202,Ring Handstand to Elbow Lever to Handstand,,,Master,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Bilateral,Calisthenics,2025-08-10 01:02:44.550093+00,Gymnastic Rings,Ring Handstand to Elbow Lever,Anterior Deltoids,Triceps Brachii,Advanced core and shoulder stability movement
7203,Ring Dip Straight Body Press to Handstand,,,Master,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Bilateral,Calisthenics,2025-08-10 01:02:44.550093+00,Gymnastic Rings,Ring Handstand Push-Up,Anterior Deltoids,Triceps Brachii,Pressing movement on rings ending in handstand
7204,Kettlebell Swing,https://youtu.be/1cVT3ee9mgU,https://youtu.be/Buz6gaVzVZs,Novice,Glutes,Gluteus Maximus,,Full Body,Bilateral,Ballistics,2025-08-10 01:02:44.550093+00,Kettlebell,Kettlebell Swing,Gluteus Maximus,,Hip-dominant explosive movement
7205,Alternating Single Arm Kettlebell Swing,https://youtu.be/WK4ughYoUEI?si=2mvQ9x0jZEF2zzRA,https://youtu.be/FCcKJ78k7mQ,Intermediate,Glutes,Gluteus Maximus,,Full Body,Unilateral,Ballistics,2025-08-10 01:02:44.550093+00,Kettlebell,Alternating Kettlebell Swing,Gluteus Maximus,,Swing performed with alternating arms
7206,Alternating Single Arm Kettlebell Clean,https://youtu.be/dPN2mj5R2S8,,Intermediate,Glutes,Gluteus Maximus,,Full Body,Unilateral,Ballistics,2025-08-10 01:02:44.550093+00,Kettlebell,Alternating Kettlebell Clean,Gluteus Maximus,,Explosive hip hinge to rack position
7207,Alternating Single Arm Kettlebell Snatch,https://youtu.be/0aq5EW0euvA,,Intermediate,Glutes,Gluteus Maximus,Anterior Deltoids,Full Body,Unilateral,Ballistics,2025-08-10 01:02:44.550093+00,Kettlebell,Kettlebell Snatch,Gluteus Maximus,Anterior Deltoids,Full-body explosive overhead movement
7208,Ring Straight Arm L Sit Straddle Press Handstand,,,Master,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Bilateral,Calisthenics,2025-08-10 01:02:44.550093+00,Gymnastic Rings,Ring Handstand Press,Anterior Deltoids,Triceps Brachii,Advanced pressing skill on rings from L-sit
7209,Single Arm Kettlebell Bottoms Up Overhead Contralateral Knee Over Toe Split Squat,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Kettlebell,Bottoms-Up Overhead Kettlebell Split Squat,Quadriceps Femoris,Gluteus Maximus,Unilateral squat with overhead kettlebell in bottoms-up position
7210,Single Arm Kettlebell Staggered Stance Swing,https://youtu.be/L2WY5gYUb1U,,Intermediate,Glutes,Gluteus Maximus,,Full Body,Unilateral,Ballistics,2025-08-10 01:02:44.550093+00,Kettlebell,Staggered Stance Kettlebell Swing,Gluteus Maximus,,Swing with staggered foot position for stability
7211,Alternating Single Arm Kettlebell Alternating Staggered Stance Swing,https://youtu.be/Ss7KjOjCpVU,,Intermediate,Glutes,Gluteus Maximus,,Full Body,Unilateral,Ballistics,2025-08-10 01:02:44.550093+00,Kettlebell,Alternating Staggered Stance Kettlebell Swing,Gluteus Maximus,,Alternating swing with changing staggered stance
7212,Single Arm Kettlebell Half Kneeling Swing,https://youtu.be/QVvrdVbq9qs,,Intermediate,Glutes,Gluteus Maximus,,Full Body,Unilateral,Ballistics,2025-08-10 01:02:44.550093+00,Kettlebell,Half-Kneeling Kettlebell Swing,Gluteus Maximus,,Swing performed from half-kneeling position
7213,Double Kettlebell Outside Swing,https://youtu.be/zrvtXpwVTOI,https://youtu.be/_Uy18LZ5sI0,Novice,Glutes,Gluteus Maximus,,Full Body,Bilateral,Ballistics,2025-08-10 01:02:44.550093+00,Kettlebell,Double Kettlebell Outside Swing,Gluteus Maximus,,Swing with kettlebells swung laterally outside legs
7214,Double Kettlebell Outside Half Snatch,https://youtu.be/Fx-qV1dHGi4?feature=shared,,Intermediate,Glutes,Gluteus Maximus,Biceps Femoris,Full Body,Bilateral,Ballistics,2025-08-10 01:02:44.550093+00,Kettlebell,Kettlebell Outside Half Snatch,Gluteus Maximus,Hamstrings,Explosive lateral overhead pull to full extension
7215,Double Kettlebell Outside Clean,https://youtu.be/QtlvLhVFR40,,Intermediate,Glutes,Gluteus Maximus,,Full Body,Bilateral,Ballistics,2025-08-10 01:02:44.550093+00,Kettlebell,Kettlebell Outside Clean,Gluteus Maximus,,Lateral clean variation using hip drive
7216,Single Arm Kettlebell Side Swing,https://youtu.be/YBJnavxcbUA,,Intermediate,Abdominals,Obliques,,Full Body,Unilateral,Ballistics,2025-08-10 01:02:44.550093+00,Kettlebell,Kettlebell Side Swing,Obliques,,"""Swing performed to the side"
7217,Kettlebell Feet Elevated Russian Twist,https://youtu.be/59_aq7COfts,,Novice,Abdominals,Obliques,Rectus Abdominis,Core,Bilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Kettlebell,Feet-Elevated Russian Twist,Obliques,Rectus Abdominis,Rotational core exercise with elevated feet
7218,Single Arm Kettlebell Half Kneeling Windmill,https://youtu.be/wjYNzITBDqg,https://youtu.be/J-o8tNSX9c0,Intermediate,Abdominals,Obliques,Rectus Abdominis,Core,Unilateral,Grinds,2025-08-10 01:02:44.550093+00,Kettlebell,Half-Kneeling Kettlebell Windmill,Obliques,Rectus Abdominis,Rotational stability exercise with overhead reach
7219,Double Kettlebell Front Rack Skater Squat,,https://youtu.be/9uTU2zneGOE,Expert,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Balance,2025-08-10 01:02:44.550093+00,Kettlebell,Kettlebell Skater Squat,Quadriceps Femoris,Gluteus Maximus,Unilateral squat with lateral movement component
7220,Kettlebell Horn Grip Skater Squat,https://youtu.be/q1TuasYdM2M,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Balance,2025-08-10 01:02:44.550093+00,Kettlebell,Kettlebell Skater Squat,Quadriceps Femoris,Gluteus Maximus,Skater squat with horn grip kettlebell load
7221,Double Kettlebell Front Rack Pistol Squat,https://youtu.be/-A7yvmUv8Cw,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Balance,2025-08-10 01:02:44.550093+00,Kettlebell,Kettlebell Pistol Squat,Quadriceps Femoris,Gluteus Maximus,Single-leg squat with front rack kettlebells
7222,Ring Straight Arm Pike Press Handstand,,,Master,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Bilateral,Calisthenics,2025-08-10 01:02:44.550093+00,Gymnastic Rings,Ring Pike Press,Anterior Deltoids,Triceps Brachii,Pike position pressing movement on rings
7223,Single Arm Kettlebell Hollow Body Flutter Kicks,https://youtu.be/JGY8VuvaEHc?si=LVWYZO5Qt-3WONJf,,Intermediate,Abdominals,Rectus Abdominis,Iliopsoas,Core,Unilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Kettlebell,Hollow Body Flutter Kicks,Rectus Abdominis,Hip Flexors,Core stability exercise with leg movement
7224,Ring Back Lever Pullout,https://youtu.be/FRBr2pomeOM?si=15TQvL3xIskTVzVA,,Master,Abdominals,Rectus Abdominis,,Upper Body,Bilateral,Calisthenics,2025-08-10 01:02:44.550093+00,Gymnastic Rings,Back Lever Pull-Out,Rectus Abdominis,,Advanced gymnastics core strength movement
7225,Double Kettlebell Clean to Overhead Press,https://youtu.be/5Fx69TRWARc,https://youtu.be/3OaK-lDtCY4,Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,Full Body,Bilateral,Ballistics,2025-08-10 01:02:44.550093+00,Kettlebell,Double Kettlebell Clean and Press,Anterior Deltoids,Triceps Brachii,Compound movement combining clean and press
7226,Kettlebell Alternating Halo to Horn Grip Bottoms Up Squat,https://youtu.be/-0FIWmBbo9U,https://youtu.be/tOAZDLFzdLE,Intermediate,Shoulders,Posterior Deltoids,Quadriceps Femoris,Full Body,Unilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Kettlebell,Kettlebell Halo to Bottoms-Up Squat,Posterior Deltoids,Quadriceps Femoris,Mobility and stability complex
7227,Ring German Hang Pullout,https://youtu.be/J34xkKOc9GI,,Expert,Abdominals,Rectus Abdominis,,Upper Body,Bilateral,Calisthenics,2025-08-10 01:02:44.550093+00,Gymnastic Rings,German Hang Pull-Out,Rectus Abdominis,,Advanced core strength skill on rings
7228,Ring Dead Hang to Front Lever Pull Up,,,Master,Back,Latissimus Dorsi,,Upper Body,Bilateral,Calisthenics,2025-08-10 01:02:44.550093+00,Gymnastic Rings,Front Lever Pull-Up,Latissimus Dorsi,,Pull-up transitioning into front lever
7229,Single Arm Kettlebell Side to Side Swing,,https://youtu.be/yQUYjqDvvfM,Intermediate,Abdominals,Rectus Abdominis,,Full Body,Unilateral,Ballistics,2025-08-10 01:02:44.550093+00,Kettlebell,Kettlebell Side-to-Side Swing,Rectus Abdominis,,Swing moving laterally across the body
7230,Single Arm Kettlebell Bottoms Up Turkish Get Up,https://youtu.be/jpgvV6wdXVw,,Advanced,Abdominals,Obliques,Rectus Abdominis,Full Body,Unilateral,Grinds,2025-08-10 01:02:44.550093+00,Kettlebell,Kettlebell Turkish Get-Up,Obliques,Rectus Abdominis,Full-body movement with overhead stability
7231,Single Arm Kettlebell Thruster,https://youtu.be/vBkzGpZSEF4,https://youtu.be/Ze3wxz5T640,Intermediate,Quadriceps,Quadriceps Femoris,Anterior Deltoids,Full Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Kettlebell,Single-Arm Kettlebell Thruster,Quadriceps Femoris,Anterior Deltoids,Unilateral thruster with kettlebell
7232,Alternating Double Kettlebell Thruster,https://youtu.be/AeK6i-5gvJ0,,Intermediate,Quadriceps,Quadriceps Femoris,Anterior Deltoids,Full Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Kettlebell,Alternating Double Kettlebell Thruster,Quadriceps Femoris,Anterior Deltoids,Thruster with alternating arm press
7233,Single Arm Kettlebell Bottoms Up Dead Clean to Overhead Press,https://youtu.be/EF4ep3h5Olk,,Intermediate,Shoulders,Anterior Deltoids,Gluteus Maximus,Full Body,Unilateral,Ballistics,2025-08-10 01:02:44.550093+00,Kettlebell,Single-Arm Kettlebell Clean and Press,Anterior Deltoids,Gluteus Maximus,Clean and press with bottoms-up kettlebell grip
7234,Single Arm Kettlebell Tactical Snatch,https://youtu.be/lWVxdK_AT2s?si=lgWC5CSMGVpQHo9t,https://youtu.be/naeEChhh35k?si=gh_bPVUaHXDIi46R,Advanced,Glutes,Gluteus Maximus,Anterior Deltoids,Full Body,Unilateral,Ballistics,2025-08-10 01:02:44.550093+00,Kettlebell,Kettlebell Snatch,Gluteus Maximus,Anterior Deltoids,Snatch variation with tactical grip
7235,Single Arm Kettlebell Snatch to Overhead Contralateral Reverse Lunge,https://youtu.be/oReUJtUlMGU,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Full Body,Contralateral,Ballistics,2025-08-10 01:02:44.550093+00,Kettlebell,Single-Arm Kettlebell Snatch with Contralateral Reverse Lunge,Quadriceps,Glutes,Combines explosive hip drive with unilateral lower body stability
7236,Double Kettlebell Snatch to Overhead Alternating Reverse Lunge,https://youtu.be/VpURrAKPhcE?si=gSYbC8kpIa5xMxr8,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Full Body,Unilateral,Ballistics,2025-08-10 01:02:44.550093+00,Kettlebell,Double Kettlebell Snatch with Alternating Reverse Lunge,Quadriceps,Glutes,Full-body power movement with alternating lunges under overhead stability
7237,Single Arm Kettlebell Clean to Front Rack Contralateral Reverse Lunge,https://youtu.be/oqjLx5Injps,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Full Body,Contralateral,Ballistics,2025-08-10 01:02:44.550093+00,Kettlebell,Single-Arm Kettlebell Clean with Contralateral Reverse Lunge,Quadriceps,Glutes,Strengthens lower body with front rack stabilization
7238,Double Kettlebell Clean to Front Rack Alternating Reverse Lunge,,https://youtu.be/GcELFmMN8Aw?si=W3EMe0pdjq0WSGKA,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Full Body,Unilateral,Ballistics,2025-08-10 01:02:44.550093+00,Kettlebell,Double Kettlebell Clean with Alternating Reverse Lunge,Quadriceps,Glutes,Bilateral clean with dynamic lunge for full-body coordination
7239,Ring Full Front Lever Pull Up,,https://youtu.be/DoB6uv4u_ZI,Master,Back,Latissimus Dorsi,,Upper Body,Bilateral,Calisthenics,2025-08-10 01:02:44.550093+00,Gymnastic Rings,Front Lever Pull-Up on Rings,Lats,,Advanced pull-up variation requiring full front lever body tension
7240,Single Arm Kettlebell Split Jerk,https://youtu.be/DeoexkyNuns?si=WrruI69jETw4SBe-,https://youtu.be/boJdXRtiEAQ,Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,Full Body,Unilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Kettlebell,Single-Arm Kettlebell Split Jerk,Anterior Deltoids,Triceps,Overhead press variation with split stance for stability
7241,Parallette Stalder Press to Handstand,,https://youtu.be/629s2UN88ic,Master,Shoulders,Anterior Deltoids,Rectus Abdominis,Upper Body,Bilateral,Calisthenics,2025-08-10 01:02:44.550093+00,Parallette Bars,Stalder Press to Handstand on Parallettes,Anterior Deltoids,Abs,Advanced gymnastics move combining Stalder swing with handstand
7242,Double Kettlebell Bottoms Up Clean to Front Rack Squat,,,Advanced,Glutes,Gluteus Maximus,Quadriceps Femoris,Full Body,Bilateral,Ballistics,2025-08-10 01:02:44.550093+00,Kettlebell,Double Bottoms-Up Kettlebell Clean and Squat,Glutes,Quadriceps,Enhances grip and core stability during squatting motion
7243,Single Arm Ring Chin Up,https://youtu.be/S22n8oqcDSY?si=GFs-J_IAwjttVe0y,https://youtu.be/_iZhxgcwSNA,Master,Biceps,Biceps Brachii,Latissimus Dorsi,Upper Body,Unilateral,Calisthenics,2025-08-10 01:02:44.550093+00,Gymnastic Rings,Single-Arm Ring Chin-Up,Biceps,Lats,Unilateral chin-up with instability from rings
7244,Double Kettlebell Bottoms Up Overhead Squat,https://youtu.be/kSlZIksA8XQ,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Kettlebell,Double Bottoms-Up Kettlebell Overhead Squat,Quadriceps,Glutes,Overhead squat variation emphasizing core and shoulder stability
7245,Double Kettlebell Bottoms Up Thruster,https://youtu.be/ZjNbjnGz1Cg,,Intermediate,Quadriceps,Quadriceps Femoris,Anterior Deltoids,Full Body,Bilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Kettlebell,Double Bottoms-Up Kettlebell Thruster,Quadriceps,Anterior Deltoids,Front squat to overhead press with bottoms-up kettlebell hold
7246,Ring Iron Cross,https://youtu.be/HZbee93OIdo,https://youtu.be/8nbFV-BOEL8,Master,Back,Latissimus Dorsi,Biceps Brachii,Upper Body,Bilateral,Calisthenics,2025-08-10 01:02:44.550093+00,Gymnastic Rings,Iron Cross on Rings,Lats,Biceps,Advanced static hold requiring extreme shoulder and back strength
7247,Parallette Full Planche Push Up,,,Master,Chest,Pectoralis Major,Triceps Brachii,Full Body,Bilateral,Calisthenics,2025-08-10 01:02:44.550093+00,Parallette Bars,Full Planche Push-Up on Parallettes,Chest,Triceps,Advanced push-up with full planche body alignment
7248,Parallette Straddle Planche Push Up,,,Master,Chest,Pectoralis Major,Triceps Brachii,Full Body,Bilateral,Calisthenics,2025-08-10 01:02:44.550093+00,Parallette Bars,Straddle Planche Push-Up on Parallettes,Chest,Triceps,Planche push-up with straddle leg position for progression
7249,Bar Dead Hang to Front Lever Pull Up,,,Master,Back,Latissimus Dorsi,,Upper Body,Bilateral,Calisthenics,2025-08-10 01:02:44.550093+00,Pull Up Bar,Dead Hang to Front Lever Pull-Up,Lats,,Pull-up initiated from dead hang into front lever position
7250,Bar Full Front Lever Pull Up,,,Master,Back,Latissimus Dorsi,,Upper Body,Bilateral,Calisthenics,2025-08-10 01:02:44.550093+00,Pull Up Bar,Front Lever Pull-Up on Bar,Lats,,Pull-up performed with full front lever body tension
7251,Barbell Overhead Bulgarian Split Squat,https://youtu.be/F_t7_XRdLbs?si=moBf8_s1adbBBwRY,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Barbell,Overhead Bulgarian Split Squat with Barbell,Quadriceps,Glutes,Unilateral squat with overhead barbell for core engagement
7252,Barbell Bulgarian Split Squat Thruster,,,Advanced,Shoulders,Anterior Deltoids,Quadriceps Femoris,Full Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Barbell,Bulgarian Split Squat Thruster with Barbell,Anterior Deltoids,Quadriceps,Combines split squat with overhead press in one motion
7253,Single Arm Barbell Overhead Bulgarian Split Squat,,,Expert,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Barbell,Single-Arm Overhead Bulgarian Split Squat,Quadriceps,Glutes,Unilateral squat with single-arm overhead barbell for anti-rotation
7254,Bodyweight Full Planche Push Up,,,Master,Chest,Pectoralis Major,Triceps Brachii,Full Body,Bilateral,Calisthenics,2025-08-10 01:02:44.550093+00,Bodyweight,Full Planche Push-Up,Chest,Triceps,Advanced bodyweight push-up in full planche position
7255,Bodyweight Straddle Planche Push Up,https://youtu.be/qgNYrUdn1Oo?si=66l491gj5kmLLjA0,,Master,Chest,Pectoralis Major,Triceps Brachii,Full Body,Bilateral,Calisthenics,2025-08-10 01:02:44.550093+00,Bodyweight,Straddle Planche Push-Up,Chest,Triceps,Progression toward full planche push-up with straddle legs
